State,Year,Month,Indicator,Data Value,State Name,Date,Date_parsed
DE,2016,July,Number of Drug Overdose Deaths,233.0,Delaware,July 2016,2016-07-01
DE,2016,June,Number of Drug Overdose Deaths,221.0,Delaware,June 2016,2016-06-01
DE,2016,March,Number of Drug Overdose Deaths,188.0,Delaware,March 2016,2016-03-01
DE,2016,May,Number of Drug Overdose Deaths,216.0,Delaware,May 2016,2016-05-01
DE,2016,November,Number of Drug Overdose Deaths,268.0,Delaware,November 2016,2016-11-01
DE,2016,October,Number of Drug Overdose Deaths,254.0,Delaware,October 2016,2016-10-01
DE,2016,September,Number of Drug Overdose Deaths,245.0,Delaware,September 2016,2016-09-01
DE,2017,April,Number of Drug Overdose Deaths,313.0,Delaware,April 2017,2017-04-01
DE,2017,August,Number of Drug Overdose Deaths,326.0,Delaware,August 2017,2017-08-01
DE,2017,December,Number of Drug Overdose Deaths,341.0,Delaware,December 2017,2017-12-01
DE,2017,February,Number of Drug Overdose Deaths,309.0,Delaware,February 2017,2017-02-01
DE,2017,January,Number of Drug Overdose Deaths,310.0,Delaware,January 2017,2017-01-01
DE,2017,July,Number of Drug Overdose Deaths,320.0,Delaware,July 2017,2017-07-01
DE,2017,June,Number of Drug Overdose Deaths,313.0,Delaware,June 2017,2017-06-01
DE,2017,March,Number of Drug Overdose Deaths,312.0,Delaware,March 2017,2017-03-01
DE,2017,May,Number of Drug Overdose Deaths,310.0,Delaware,May 2017,2017-05-01
DE,2017,November,Number of Drug Overdose Deaths,345.0,Delaware,November 2017,2017-11-01
DE,2017,October,Number of Drug Overdose Deaths,338.0,Delaware,October 2017,2017-10-01
DE,2017,September,Number of Drug Overdose Deaths,329.0,Delaware,September 2017,2017-09-01
DE,2018,April,Number of Drug Overdose Deaths,360.0,Delaware,April 2018,2018-04-01
DE,2018,August,Number of Drug Overdose Deaths,381.0,Delaware,August 2018,2018-08-01
DE,2018,December,Number of Drug Overdose Deaths,399.0,Delaware,December 2018,2018-12-01
DE,2018,February,Number of Drug Overdose Deaths,338.0,Delaware,February 2018,2018-02-01
DE,2018,January,Number of Drug Overdose Deaths,330.0,Delaware,January 2018,2018-01-01
DE,2018,July,Number of Drug Overdose Deaths,363.0,Delaware,July 2018,2018-07-01
DE,2018,June,Number of Drug Overdose Deaths,367.0,Delaware,June 2018,2018-06-01
DE,2018,March,Number of Drug Overdose Deaths,354.0,Delaware,March 2018,2018-03-01
DE,2018,May,Number of Drug Overdose Deaths,366.0,Delaware,May 2018,2018-05-01
DE,2018,November,Number of Drug Overdose Deaths,405.0,Delaware,November 2018,2018-11-01
DE,2018,October,Number of Drug Overdose Deaths,406.0,Delaware,October 2018,2018-10-01
DE,2018,September,Number of Drug Overdose Deaths,393.0,Delaware,September 2018,2018-09-01
DE,2019,April,Number of Drug Overdose Deaths,392.0,Delaware,April 2019,2019-04-01
DE,2019,August,Number of Drug Overdose Deaths,421.0,Delaware,August 2019,2019-08-01
DE,2019,December,Number of Drug Overdose Deaths,423.0,Delaware,December 2019,2019-12-01
DE,2019,February,Number of Drug Overdose Deaths,401.0,Delaware,February 2019,2019-02-01
DE,2019,January,Number of Drug Overdose Deaths,403.0,Delaware,January 2019,2019-01-01
DE,2019,July,Number of Drug Overdose Deaths,427.0,Delaware,July 2019,2019-07-01
DE,2019,June,Number of Drug Overdose Deaths,418.0,Delaware,June 2019,2019-06-01
DE,2019,March,Number of Drug Overdose Deaths,394.0,Delaware,March 2019,2019-03-01
DE,2019,May,Number of Drug Overdose Deaths,404.0,Delaware,May 2019,2019-05-01
DE,2019,November,Number of Drug Overdose Deaths,399.0,Delaware,November 2019,2019-11-01
DE,2019,October,Number of Drug Overdose Deaths,407.0,Delaware,October 2019,2019-10-01
DE,2019,September,Number of Drug Overdose Deaths,416.0,Delaware,September 2019,2019-09-01
DE,2020,April,Number of Drug Overdose Deaths,463.0,Delaware,April 2020,2020-04-01
DE,2020,August,Number of Drug Overdose Deaths,473.0,Delaware,August 2020,2020-08-01
DE,2020,December,Number of Drug Overdose Deaths,449.0,Delaware,December 2020,2020-12-01
DE,2020,February,Number of Drug Overdose Deaths,447.0,Delaware,February 2020,2020-02-01
DE,2020,January,Number of Drug Overdose Deaths,428.0,Delaware,January 2020,2020-01-01
DE,2020,July,Number of Drug Overdose Deaths,475.0,Delaware,July 2020,2020-07-01
DE,2020,June,Number of Drug Overdose Deaths,476.0,Delaware,June 2020,2020-06-01
DE,2020,March,Number of Drug Overdose Deaths,454.0,Delaware,March 2020,2020-03-01
DE,2020,May,Number of Drug Overdose Deaths,472.0,Delaware,May 2020,2020-05-01
DE,2020,November,Number of Drug Overdose Deaths,467.0,Delaware,November 2020,2020-11-01
DE,2020,October,Number of Drug Overdose Deaths,475.0,Delaware,October 2020,2020-10-01
DE,2020,September,Number of Drug Overdose Deaths,476.0,Delaware,September 2020,2020-09-01
DE,2021,February,Number of Drug Overdose Deaths,449.0,Delaware,February 2021,2021-02-01
DE,2021,January,Number of Drug Overdose Deaths,456.0,Delaware,January 2021,2021-01-01
DE,2021,March,Number of Drug Overdose Deaths,458.0,Delaware,March 2021,2021-03-01
FL,2015,April,Number of Drug Overdose Deaths,2886.0,Florida,April 2015,2015-04-01
FL,2015,August,Number of Drug Overdose Deaths,3204.0,Florida,August 2015,2015-08-01
FL,2015,December,Number of Drug Overdose Deaths,3352.0,Florida,December 2015,2015-12-01
FL,2015,February,Number of Drug Overdose Deaths,2824.0,Florida,February 2015,2015-02-01
FL,2015,January,Number of Drug Overdose Deaths,2755.0,Florida,January 2015,2015-01-01
FL,2015,July,Number of Drug Overdose Deaths,3117.0,Florida,July 2015,2015-07-01
FL,2015,June,Number of Drug Overdose Deaths,2983.0,Florida,June 2015,2015-06-01
FL,2015,March,Number of Drug Overdose Deaths,2862.0,Florida,March 2015,2015-03-01
FL,2015,May,Number of Drug Overdose Deaths,2958.0,Florida,May 2015,2015-05-01
FL,2015,November,Number of Drug Overdose Deaths,3340.0,Florida,November 2015,2015-11-01
FL,2015,October,Number of Drug Overdose Deaths,3341.0,Florida,October 2015,2015-10-01
FL,2015,September,Number of Drug Overdose Deaths,3270.0,Florida,September 2015,2015-09-01
FL,2016,April,Number of Drug Overdose Deaths,3703.0,Florida,April 2016,2016-04-01
FL,2016,August,Number of Drug Overdose Deaths,4091.0,Florida,August 2016,2016-08-01
FL,2016,December,Number of Drug Overdose Deaths,4996.0,Florida,December 2016,2016-12-01
FL,2016,February,Number of Drug Overdose Deaths,3401.0,Florida,February 2016,2016-02-01
FL,2016,January,Number of Drug Overdose Deaths,3324.0,Florida,January 2016,2016-01-01
FL,2016,July,Number of Drug Overdose Deaths,3973.0,Florida,July 2016,2016-07-01
FL,2016,June,Number of Drug Overdose Deaths,3843.0,Florida,June 2016,2016-06-01
FL,2016,March,Number of Drug Overdose Deaths,3596.0,Florida,March 2016,2016-03-01
FL,2016,May,Number of Drug Overdose Deaths,3759.0,Florida,May 2016,2016-05-01
FL,2016,November,Number of Drug Overdose Deaths,4836.0,Florida,November 2016,2016-11-01
FL,2016,October,Number of Drug Overdose Deaths,4579.0,Florida,October 2016,2016-10-01
FL,2016,September,Number of Drug Overdose Deaths,4279.0,Florida,September 2016,2016-09-01
FL,2017,April,Number of Drug Overdose Deaths,5386.0,Florida,April 2017,2017-04-01
FL,2017,August,Number of Drug Overdose Deaths,5627.0,Florida,August 2017,2017-08-01
FL,2017,December,Number of Drug Overdose Deaths,5440.0,Florida,December 2017,2017-12-01
FL,2017,February,Number of Drug Overdose Deaths,5230.0,Florida,February 2017,2017-02-01
FL,2017,January,Number of Drug Overdose Deaths,5179.0,Florida,January 2017,2017-01-01
FL,2017,July,Number of Drug Overdose Deaths,5602.0,Florida,July 2017,2017-07-01
FL,2017,June,Number of Drug Overdose Deaths,5676.0,Florida,June 2017,2017-06-01
FL,2017,March,Number of Drug Overdose Deaths,5287.0,Florida,March 2017,2017-03-01
FL,2017,May,Number of Drug Overdose Deaths,5535.0,Florida,May 2017,2017-05-01
FL,2017,November,Number of Drug Overdose Deaths,5415.0,Florida,November 2017,2017-11-01
FL,2017,October,Number of Drug Overdose Deaths,5475.0,Florida,October 2017,2017-10-01
FL,2017,September,Number of Drug Overdose Deaths,5592.0,Florida,September 2017,2017-09-01
FL,2018,April,Number of Drug Overdose Deaths,5272.0,Florida,April 2018,2018-04-01
FL,2018,August,Number of Drug Overdose Deaths,5062.0,Florida,August 2018,2018-08-01
FL,2018,December,Number of Drug Overdose Deaths,4936.0,Florida,December 2018,2018-12-01
FL,2018,February,Number of Drug Overdose Deaths,5419.0,Florida,February 2018,2018-02-01
FL,2018,January,Number of Drug Overdose Deaths,5451.0,Florida,January 2018,2018-01-01
FL,2018,July,Number of Drug Overdose Deaths,5141.0,Florida,July 2018,2018-07-01
FL,2018,June,Number of Drug Overdose Deaths,5136.0,Florida,June 2018,2018-06-01
FL,2018,March,Number of Drug Overdose Deaths,5292.0,Florida,March 2018,2018-03-01
FL,2018,May,Number of Drug Overdose Deaths,5235.0,Florida,May 2018,2018-05-01
FL,2018,November,Number of Drug Overdose Deaths,4968.0,Florida,November 2018,2018-11-01
FL,2018,October,Number of Drug Overdose Deaths,4954.0,Florida,October 2018,2018-10-01
FL,2018,September,Number of Drug Overdose Deaths,5006.0,Florida,September 2018,2018-09-01
FL,2019,April,Number of Drug Overdose Deaths,4987.0,Florida,April 2019,2019-04-01
FL,2019,August,Number of Drug Overdose Deaths,5153.0,Florida,August 2019,2019-08-01
FL,2019,December,Number of Drug Overdose Deaths,5524.0,Florida,December 2019,2019-12-01
FL,2019,February,Number of Drug Overdose Deaths,4937.0,Florida,February 2019,2019-02-01
FL,2019,January,Number of Drug Overdose Deaths,4921.0,Florida,January 2019,2019-01-01
FL,2019,July,Number of Drug Overdose Deaths,5097.0,Florida,July 2019,2019-07-01
FL,2019,June,Number of Drug Overdose Deaths,5043.0,Florida,June 2019,2019-06-01
FL,2019,March,Number of Drug Overdose Deaths,4961.0,Florida,March 2019,2019-03-01
FL,2019,May,Number of Drug Overdose Deaths,4957.0,Florida,May 2019,2019-05-01
FL,2019,November,Number of Drug Overdose Deaths,5473.0,Florida,November 2019,2019-11-01
FL,2019,October,Number of Drug Overdose Deaths,5397.0,Florida,October 2019,2019-10-01
FL,2019,September,Number of Drug Overdose Deaths,5251.0,Florida,September 2019,2019-09-01
FL,2020,April,Number of Drug Overdose Deaths,6238.0,Florida,April 2020,2020-04-01
FL,2020,August,Number of Drug Overdose Deaths,7249.0,Florida,August 2020,2020-08-01
FL,2020,December,Number of Drug Overdose Deaths,7568.0,Florida,December 2020,2020-12-01
FL,2020,February,Number of Drug Overdose Deaths,5777.0,Florida,February 2020,2020-02-01
FL,2020,January,Number of Drug Overdose Deaths,5638.0,Florida,January 2020,2020-01-01
FL,2020,July,Number of Drug Overdose Deaths,7049.0,Florida,July 2020,2020-07-01
FL,2020,June,Number of Drug Overdose Deaths,6833.0,Florida,June 2020,2020-06-01
FL,2020,March,Number of Drug Overdose Deaths,6002.0,Florida,March 2020,2020-03-01
FL,2020,May,Number of Drug Overdose Deaths,6633.0,Florida,May 2020,2020-05-01
FL,2020,November,Number of Drug Overdose Deaths,7512.0,Florida,November 2020,2020-11-01
FL,2020,October,Number of Drug Overdose Deaths,7444.0,Florida,October 2020,2020-10-01
FL,2020,September,Number of Drug Overdose Deaths,7422.0,Florida,September 2020,2020-09-01
FL,2021,February,Number of Drug Overdose Deaths,7674.0,Florida,February 2021,2021-02-01
FL,2021,January,Number of Drug Overdose Deaths,7651.0,Florida,January 2021,2021-01-01
FL,2021,March,Number of Drug Overdose Deaths,7700.0,Florida,March 2021,2021-03-01
GA,2015,April,Number of Drug Overdose Deaths,1270.0,Georgia,April 2015,2015-04-01
GA,2015,August,Number of Drug Overdose Deaths,1327.0,Georgia,August 2015,2015-08-01
GA,2015,December,Number of Drug Overdose Deaths,1308.0,Georgia,December 2015,2015-12-01
GA,2015,February,Number of Drug Overdose Deaths,1235.0,Georgia,February 2015,2015-02-01
GA,2015,January,Number of Drug Overdose Deaths,1206.0,Georgia,January 2015,2015-01-01
GA,2015,July,Number of Drug Overdose Deaths,1330.0,Georgia,July 2015,2015-07-01
GA,2015,June,Number of Drug Overdose Deaths,1311.0,Georgia,June 2015,2015-06-01
GA,2015,March,Number of Drug Overdose Deaths,1257.0,Georgia,March 2015,2015-03-01
GA,2015,May,Number of Drug Overdose Deaths,1289.0,Georgia,May 2015,2015-05-01
GA,2015,November,Number of Drug Overdose Deaths,1315.0,Georgia,November 2015,2015-11-01
GA,2015,October,Number of Drug Overdose Deaths,1337.0,Georgia,October 2015,2015-10-01
GA,2015,September,Number of Drug Overdose Deaths,1314.0,Georgia,September 2015,2015-09-01
GA,2016,April,Number of Drug Overdose Deaths,1291.0,Georgia,April 2016,2016-04-01
GA,2016,August,Number of Drug Overdose Deaths,1275.0,Georgia,August 2016,2016-08-01
GA,2016,December,Number of Drug Overdose Deaths,1370.0,Georgia,December 2016,2016-12-01
GA,2016,February,Number of Drug Overdose Deaths,1277.0,Georgia,February 2016,2016-02-01
GA,2016,January,Number of Drug Overdose Deaths,1299.0,Georgia,January 2016,2016-01-01
GA,2016,July,Number of Drug Overdose Deaths,1270.0,Georgia,July 2016,2016-07-01
GA,2016,June,Number of Drug Overdose Deaths,1279.0,Georgia,June 2016,2016-06-01
GA,2016,March,Number of Drug Overdose Deaths,1278.0,Georgia,March 2016,2016-03-01
GA,2016,May,Number of Drug Overdose Deaths,1268.0,Georgia,May 2016,2016-05-01
GA,2016,November,Number of Drug Overdose Deaths,1344.0,Georgia,November 2016,2016-11-01
GA,2016,October,Number of Drug Overdose Deaths,1298.0,Georgia,October 2016,2016-10-01
GA,2016,September,Number of Drug Overdose Deaths,1289.0,Georgia,September 2016,2016-09-01
GA,2017,April,Number of Drug Overdose Deaths,1467.0,Georgia,April 2017,2017-04-01
GA,2017,August,Number of Drug Overdose Deaths,1501.0,Georgia,August 2017,2017-08-01
GA,2017,December,Number of Drug Overdose Deaths,1516.0,Georgia,December 2017,2017-12-01
GA,2017,February,Number of Drug Overdose Deaths,1418.0,Georgia,February 2017,2017-02-01
GA,2017,January,Number of Drug Overdose Deaths,1398.0,Georgia,January 2017,2017-01-01
GA,2017,July,Number of Drug Overdose Deaths,1493.0,Georgia,July 2017,2017-07-01
GA,2017,June,Number of Drug Overdose Deaths,1485.0,Georgia,June 2017,2017-06-01
GA,2017,March,Number of Drug Overdose Deaths,1436.0,Georgia,March 2017,2017-03-01
GA,2017,May,Number of Drug Overdose Deaths,1484.0,Georgia,May 2017,2017-05-01
GA,2017,November,Number of Drug Overdose Deaths,1506.0,Georgia,November 2017,2017-11-01
GA,2017,October,Number of Drug Overdose Deaths,1520.0,Georgia,October 2017,2017-10-01
GA,2017,September,Number of Drug Overdose Deaths,1499.0,Georgia,September 2017,2017-09-01
GA,2018,April,Number of Drug Overdose Deaths,1435.0,Georgia,April 2018,2018-04-01
GA,2018,August,Number of Drug Overdose Deaths,1444.0,Georgia,August 2018,2018-08-01
GA,2018,December,Number of Drug Overdose Deaths,1375.0,Georgia,December 2018,2018-12-01
GA,2018,February,Number of Drug Overdose Deaths,1459.0,Georgia,February 2018,2018-02-01
GA,2018,January,Number of Drug Overdose Deaths,1479.0,Georgia,January 2018,2018-01-01
GA,2018,July,Number of Drug Overdose Deaths,1442.0,Georgia,July 2018,2018-07-01
GA,2018,June,Number of Drug Overdose Deaths,1436.0,Georgia,June 2018,2018-06-01
GA,2018,March,Number of Drug Overdose Deaths,1467.0,Georgia,March 2018,2018-03-01
GA,2018,May,Number of Drug Overdose Deaths,1440.0,Georgia,May 2018,2018-05-01
GA,2018,November,Number of Drug Overdose Deaths,1397.0,Georgia,November 2018,2018-11-01
GA,2018,October,Number of Drug Overdose Deaths,1421.0,Georgia,October 2018,2018-10-01
GA,2018,September,Number of Drug Overdose Deaths,1460.0,Georgia,September 2018,2018-09-01
GA,2019,April,Number of Drug Overdose Deaths,1376.0,Georgia,April 2019,2019-04-01
GA,2019,August,Number of Drug Overdose Deaths,1381.0,Georgia,August 2019,2019-08-01
GA,2019,December,Number of Drug Overdose Deaths,1378.0,Georgia,December 2019,2019-12-01
GA,2019,February,Number of Drug Overdose Deaths,1383.0,Georgia,February 2019,2019-02-01
GA,2019,January,Number of Drug Overdose Deaths,1384.0,Georgia,January 2019,2019-01-01
GA,2019,July,Number of Drug Overdose Deaths,1352.0,Georgia,July 2019,2019-07-01
GA,2019,June,Number of Drug Overdose Deaths,1361.0,Georgia,June 2019,2019-06-01
GA,2019,March,Number of Drug Overdose Deaths,1371.0,Georgia,March 2019,2019-03-01
GA,2019,May,Number of Drug Overdose Deaths,1380.0,Georgia,May 2019,2019-05-01
GA,2019,November,Number of Drug Overdose Deaths,1381.0,Georgia,November 2019,2019-11-01
GA,2019,October,Number of Drug Overdose Deaths,1376.0,Georgia,October 2019,2019-10-01
GA,2019,September,Number of Drug Overdose Deaths,1380.0,Georgia,September 2019,2019-09-01
GA,2020,April,Number of Drug Overdose Deaths,1515.0,Georgia,April 2020,2020-04-01
GA,2020,August,Number of Drug Overdose Deaths,1719.0,Georgia,August 2020,2020-08-01
GA,2020,December,Number of Drug Overdose Deaths,1868.0,Georgia,December 2020,2020-12-01
GA,2020,February,Number of Drug Overdose Deaths,1430.0,Georgia,February 2020,2020-02-01
GA,2020,January,Number of Drug Overdose Deaths,1390.0,Georgia,January 2020,2020-01-01
GA,2020,July,Number of Drug Overdose Deaths,1711.0,Georgia,July 2020,2020-07-01
GA,2020,June,Number of Drug Overdose Deaths,1636.0,Georgia,June 2020,2020-06-01
GA,2020,March,Number of Drug Overdose Deaths,1451.0,Georgia,March 2020,2020-03-01
GA,2020,May,Number of Drug Overdose Deaths,1564.0,Georgia,May 2020,2020-05-01
GA,2020,November,Number of Drug Overdose Deaths,1822.0,Georgia,November 2020,2020-11-01
GA,2020,October,Number of Drug Overdose Deaths,1790.0,Georgia,October 2020,2020-10-01
GA,2020,September,Number of Drug Overdose Deaths,1746.0,Georgia,September 2020,2020-09-01
GA,2021,February,Number of Drug Overdose Deaths,1976.0,Georgia,February 2021,2021-02-01
GA,2021,January,Number of Drug Overdose Deaths,1913.0,Georgia,January 2021,2021-01-01
GA,2021,March,Number of Drug Overdose Deaths,2022.0,Georgia,March 2021,2021-03-01
HI,2015,April,Number of Drug Overdose Deaths,157.0,Hawaii,April 2015,2015-04-01
HI,2015,August,Number of Drug Overdose Deaths,149.0,Hawaii,August 2015,2015-08-01
HI,2015,December,Number of Drug Overdose Deaths,171.0,Hawaii,December 2015,2015-12-01
HI,2015,February,Number of Drug Overdose Deaths,161.0,Hawaii,February 2015,2015-02-01
HI,2015,January,Number of Drug Overdose Deaths,157.0,Hawaii,January 2015,2015-01-01
HI,2015,July,Number of Drug Overdose Deaths,147.0,Hawaii,July 2015,2015-07-01
HI,2015,June,Number of Drug Overdose Deaths,147.0,Hawaii,June 2015,2015-06-01
HI,2015,March,Number of Drug Overdose Deaths,158.0,Hawaii,March 2015,2015-03-01
HI,2015,May,Number of Drug Overdose Deaths,163.0,Hawaii,May 2015,2015-05-01
HI,2015,November,Number of Drug Overdose Deaths,165.0,Hawaii,November 2015,2015-11-01
HI,2015,October,Number of Drug Overdose Deaths,156.0,Hawaii,October 2015,2015-10-01
HI,2015,September,Number of Drug Overdose Deaths,153.0,Hawaii,September 2015,2015-09-01
HI,2016,April,Number of Drug Overdose Deaths,191.0,Hawaii,April 2016,2016-04-01
HI,2016,August,Number of Drug Overdose Deaths,203.0,Hawaii,August 2016,2016-08-01
HI,2016,December,Number of Drug Overdose Deaths,199.0,Hawaii,December 2016,2016-12-01
HI,2016,February,Number of Drug Overdose Deaths,181.0,Hawaii,February 2016,2016-02-01
HI,2016,January,Number of Drug Overdose Deaths,174.0,Hawaii,January 2016,2016-01-01
HI,2016,July,Number of Drug Overdose Deaths,193.0,Hawaii,July 2016,2016-07-01
HI,2016,June,Number of Drug Overdose Deaths,194.0,Hawaii,June 2016,2016-06-01
HI,2016,March,Number of Drug Overdose Deaths,187.0,Hawaii,March 2016,2016-03-01
HI,2016,May,Number of Drug Overdose Deaths,190.0,Hawaii,May 2016,2016-05-01
HI,2016,November,Number of Drug Overdose Deaths,195.0,Hawaii,November 2016,2016-11-01
HI,2016,October,Number of Drug Overdose Deaths,193.0,Hawaii,October 2016,2016-10-01
HI,2016,September,Number of Drug Overdose Deaths,194.0,Hawaii,September 2016,2016-09-01
HI,2017,April,Number of Drug Overdose Deaths,180.0,Hawaii,April 2017,2017-04-01
HI,2017,August,Number of Drug Overdose Deaths,188.0,Hawaii,August 2017,2017-08-01
HI,2017,December,Number of Drug Overdose Deaths,202.0,Hawaii,December 2017,2017-12-01
HI,2017,February,Number of Drug Overdose Deaths,190.0,Hawaii,February 2017,2017-02-01
HI,2017,January,Number of Drug Overdose Deaths,203.0,Hawaii,January 2017,2017-01-01
HI,2017,July,Number of Drug Overdose Deaths,193.0,Hawaii,July 2017,2017-07-01
HI,2017,June,Number of Drug Overdose Deaths,188.0,Hawaii,June 2017,2017-06-01
HI,2017,March,Number of Drug Overdose Deaths,182.0,Hawaii,March 2017,2017-03-01
HI,2017,May,Number of Drug Overdose Deaths,190.0,Hawaii,May 2017,2017-05-01
HI,2017,November,Number of Drug Overdose Deaths,201.0,Hawaii,November 2017,2017-11-01
HI,2017,October,Number of Drug Overdose Deaths,199.0,Hawaii,October 2017,2017-10-01
HI,2017,September,Number of Drug Overdose Deaths,196.0,Hawaii,September 2017,2017-09-01
HI,2018,April,Number of Drug Overdose Deaths,233.0,Hawaii,April 2018,2018-04-01
HI,2018,August,Number of Drug Overdose Deaths,217.0,Hawaii,August 2018,2018-08-01
HI,2018,December,Number of Drug Overdose Deaths,212.0,Hawaii,December 2018,2018-12-01
HI,2018,February,Number of Drug Overdose Deaths,213.0,Hawaii,February 2018,2018-02-01
HI,2018,January,Number of Drug Overdose Deaths,202.0,Hawaii,January 2018,2018-01-01
HI,2018,July,Number of Drug Overdose Deaths,222.0,Hawaii,July 2018,2018-07-01
HI,2018,June,Number of Drug Overdose Deaths,222.0,Hawaii,June 2018,2018-06-01
HI,2018,March,Number of Drug Overdose Deaths,221.0,Hawaii,March 2018,2018-03-01
HI,2018,May,Number of Drug Overdose Deaths,216.0,Hawaii,May 2018,2018-05-01
HI,2018,November,Number of Drug Overdose Deaths,214.0,Hawaii,November 2018,2018-11-01
HI,2018,October,Number of Drug Overdose Deaths,213.0,Hawaii,October 2018,2018-10-01
HI,2018,September,Number of Drug Overdose Deaths,219.0,Hawaii,September 2018,2018-09-01
HI,2019,April,Number of Drug Overdose Deaths,220.0,Hawaii,April 2019,2019-04-01
HI,2019,August,Number of Drug Overdose Deaths,232.0,Hawaii,August 2019,2019-08-01
HI,2019,December,Number of Drug Overdose Deaths,245.0,Hawaii,December 2019,2019-12-01
HI,2019,February,Number of Drug Overdose Deaths,225.0,Hawaii,February 2019,2019-02-01
HI,2019,January,Number of Drug Overdose Deaths,223.0,Hawaii,January 2019,2019-01-01
HI,2019,July,Number of Drug Overdose Deaths,223.0,Hawaii,July 2019,2019-07-01
HI,2019,June,Number of Drug Overdose Deaths,223.0,Hawaii,June 2019,2019-06-01
HI,2019,March,Number of Drug Overdose Deaths,225.0,Hawaii,March 2019,2019-03-01
HI,2019,May,Number of Drug Overdose Deaths,219.0,Hawaii,May 2019,2019-05-01
HI,2019,November,Number of Drug Overdose Deaths,241.0,Hawaii,November 2019,2019-11-01
HI,2019,October,Number of Drug Overdose Deaths,243.0,Hawaii,October 2019,2019-10-01
HI,2019,September,Number of Drug Overdose Deaths,231.0,Hawaii,September 2019,2019-09-01
HI,2020,April,Number of Drug Overdose Deaths,241.0,Hawaii,April 2020,2020-04-01
HI,2020,August,Number of Drug Overdose Deaths,264.0,Hawaii,August 2020,2020-08-01
HI,2020,December,Number of Drug Overdose Deaths,276.0,Hawaii,December 2020,2020-12-01
HI,2020,February,Number of Drug Overdose Deaths,227.0,Hawaii,February 2020,2020-02-01
HI,2020,January,Number of Drug Overdose Deaths,234.0,Hawaii,January 2020,2020-01-01
HI,2020,July,Number of Drug Overdose Deaths,268.0,Hawaii,July 2020,2020-07-01
HI,2020,June,Number of Drug Overdose Deaths,264.0,Hawaii,June 2020,2020-06-01
HI,2020,March,Number of Drug Overdose Deaths,235.0,Hawaii,March 2020,2020-03-01
HI,2020,May,Number of Drug Overdose Deaths,259.0,Hawaii,May 2020,2020-05-01
HI,2020,November,Number of Drug Overdose Deaths,277.0,Hawaii,November 2020,2020-11-01
HI,2020,October,Number of Drug Overdose Deaths,275.0,Hawaii,October 2020,2020-10-01
HI,2020,September,Number of Drug Overdose Deaths,273.0,Hawaii,September 2020,2020-09-01
HI,2021,February,Number of Drug Overdose Deaths,287.0,Hawaii,February 2021,2021-02-01
HI,2021,January,Number of Drug Overdose Deaths,275.0,Hawaii,January 2021,2021-01-01
HI,2021,March,Number of Drug Overdose Deaths,279.0,Hawaii,March 2021,2021-03-01
IA,2015,April,Number of Drug Overdose Deaths,265.0,Iowa,April 2015,2015-04-01
IA,2015,August,Number of Drug Overdose Deaths,296.0,Iowa,August 2015,2015-08-01
IA,2015,December,Number of Drug Overdose Deaths,300.0,Iowa,December 2015,2015-12-01
IA,2015,February,Number of Drug Overdose Deaths,274.0,Iowa,February 2015,2015-02-01
IA,2015,January,Number of Drug Overdose Deaths,274.0,Iowa,January 2015,2015-01-01
IA,2015,July,Number of Drug Overdose Deaths,298.0,Iowa,July 2015,2015-07-01
IA,2015,June,Number of Drug Overdose Deaths,289.0,Iowa,June 2015,2015-06-01
IA,2015,March,Number of Drug Overdose Deaths,272.0,Iowa,March 2015,2015-03-01
IA,2015,May,Number of Drug Overdose Deaths,277.0,Iowa,May 2015,2015-05-01
IA,2015,November,Number of Drug Overdose Deaths,308.0,Iowa,November 2015,2015-11-01
IA,2015,October,Number of Drug Overdose Deaths,307.0,Iowa,October 2015,2015-10-01
IA,2015,September,Number of Drug Overdose Deaths,311.0,Iowa,September 2015,2015-09-01
IA,2016,April,Number of Drug Overdose Deaths,316.0,Iowa,April 2016,2016-04-01
IA,2016,August,Number of Drug Overdose Deaths,309.0,Iowa,August 2016,2016-08-01
IA,2016,December,Number of Drug Overdose Deaths,314.0,Iowa,December 2016,2016-12-01
IA,2016,February,Number of Drug Overdose Deaths,304.0,Iowa,February 2016,2016-02-01
IA,2016,January,Number of Drug Overdose Deaths,303.0,Iowa,January 2016,2016-01-01
IA,2016,July,Number of Drug Overdose Deaths,304.0,Iowa,July 2016,2016-07-01
IA,2016,June,Number of Drug Overdose Deaths,310.0,Iowa,June 2016,2016-06-01
IA,2016,March,Number of Drug Overdose Deaths,309.0,Iowa,March 2016,2016-03-01
IA,2016,May,Number of Drug Overdose Deaths,318.0,Iowa,May 2016,2016-05-01
IA,2016,November,Number of Drug Overdose Deaths,319.0,Iowa,November 2016,2016-11-01
IA,2016,October,Number of Drug Overdose Deaths,313.0,Iowa,October 2016,2016-10-01
IA,2016,September,Number of Drug Overdose Deaths,306.0,Iowa,September 2016,2016-09-01
IA,2017,April,Number of Drug Overdose Deaths,319.0,Iowa,April 2017,2017-04-01
IA,2017,August,Number of Drug Overdose Deaths,338.0,Iowa,August 2017,2017-08-01
IA,2017,December,Number of Drug Overdose Deaths,341.0,Iowa,December 2017,2017-12-01
IA,2017,February,Number of Drug Overdose Deaths,330.0,Iowa,February 2017,2017-02-01
IA,2017,January,Number of Drug Overdose Deaths,325.0,Iowa,January 2017,2017-01-01
IA,2017,July,Number of Drug Overdose Deaths,334.0,Iowa,July 2017,2017-07-01
IA,2017,June,Number of Drug Overdose Deaths,332.0,Iowa,June 2017,2017-06-01
